date,commodity,market,price,unit
2023-08-27,Wheat,Nashik,1.7647733463271586e+59,INR/quintal
2023-08-28,Wheat,Nashik,2.2805521461130507e+59,INR/quintal
2023-08-29,Wheat,Nashik,2.944881895351589e+59,INR/quintal
2023-08-30,Wheat,Nashik,3.8020367129241693e+59,INR/quintal
2023-08-31,Wheat,Nashik,4.907867779076889e+59,INR/quintal
2023-09-01,Wheat,Nashik,6.33623946578408e+59,INR/quintal
2023-09-02,Wheat,Nashik,8.187564638530894e+59,INR/quintal
2023-09-03,Wheat,Nashik,1.0584327675102784e+60,INR/quintal
2023-09-04,Wheat,Nashik,1.3675316213987494e+60,INR/quintal
2023-09-05,Wheat,Nashik,1.7684096741095096e+60,INR/quintal
2023-09-06,Wheat,Nashik,2.285946246800148e+60,INR/quintal
2023-09-07,Wheat,Nashik,2.9560378779832606e+60,INR/quintal
2023-09-08,Wheat,Nashik,3.8256970189466206e+60,INR/quintal
2023-09-09,Wheat,Nashik,4.949655850579216e+60,INR/quintal
2023-09-10,Wheat,Nashik,6.410322497665335e+60,INR/quintal
2023-09-11,Wheat,Nashik,8.297786057472821e+60,INR/quintal
2023-09-12,Wheat,Nashik,1.075037854964013e+61,INR/quintal
2023-09-13,Wheat,Nashik,1.3937150108952284e+61,INR/quintal
2023-09-14,Wheat,Nashik,1.8051557356154777e+61,INR/quintal
2023-09-15,Wheat,Nashik,2.34146900049461e+61,INR/quintal
2023-09-16,Wheat,Nashik,3.034913620143653e+61,INR/quintal
2023-09-17,Wheat,Nashik,3.933606801983102e+61,INR/quintal
2023-09-18,Wheat,Nashik,5.100195401693425e+61,INR/quintal
2023-09-19,Wheat,Nashik,6.613929152903257e+61,INR/quintal
2023-09-20,Wheat,Nashik,8.584780127158263e+61,INR/quintal
2023-09-21,Wheat,Nashik,1.1144984510578805e+62,INR/quintal
2023-09-22,Wheat,Nashik,1.4471796261878987e+62,INR/quintal
2023-09-23,Wheat,Nashik,1.8776914090218167e+62,INR/quintal
2023-09-24,Wheat,Nashik,2.4382021717528095e+62,INR/quintal
2023-09-25,Wheat,Nashik,3.164601049698784e+62,INR/quintal
2023-09-26,Wheat,Nashik,4.112358638399858e+62,INR/quintal
2023-09-27,Wheat,Nashik,5.342047146960407e+62,INR/quintal
2023-09-28,Wheat,Nashik,6.943586794162011e+62,INR/quintal
2023-09-29,Wheat,Nashik,9.023740908953315e+62,INR/quintal
2023-09-30,Wheat,Nashik,1.172395987385821e+63,INR/quintal
2023-10-01,Wheat,Nashik,1.5251761072413987e+63,INR/quintal
2023-10-02,Wheat,Nashik,1.984599822269059e+63,INR/quintal
2023-10-03,Wheat,Nashik,2.5821587594879364e+63,INR/quintal
2023-10-04,Wheat,Nashik,3.357465793436918e+63,INR/quintal
2023-10-05,Wheat,Nashik,4.371316614367659e+63,INR/quintal
2023-10-06,Wheat,Nashik,5.6893032889980825e+63,INR/quintal
2023-10-07,Wheat,Nashik,7.409850408600077e+63,INR/quintal
2023-10-08,Wheat,Nashik,9.649086503659597e+63,INR/quintal
2023-10-09,Wheat,Nashik,1.256823879322905e+64,INR/quintal
2023-10-10,Wheat,Nashik,1.637964815941376e+64,INR/quintal
2023-10-11,Wheat,Nashik,2.1340732428386906e+64,INR/quintal
2023-10-12,Wheat,Nashik,2.7817456786511385e+64,INR/quintal
2023-10-13,Wheat,Nashik,3.627709233687218e+64,INR/quintal
2023-10-14,Wheat,Nashik,4.734973505731477e+64,INR/quintal
2023-10-15,Wheat,Nashik,6.176237426535201e+64,INR/quintal
2023-10-16,Wheat,Nashik,8.060775583532398e+64,INR/quintal
2023-10-17,Wheat,Nashik,1.0514515864211246e+65,INR/quintal
2023-10-18,Wheat,Nashik,1.3733237370828456e+65,INR/quintal
2023-10-19,Wheat,Nashik,1.7923989018096122e+65,INR/quintal
2023-10-20,Wheat,Nashik,2.3404706608277202e+65,INR/quintal
2023-10-21,Wheat,Nashik,3.0575464590396053e+65,INR/quintal
2023-10-22,Wheat,Nashik,3.993214783856148e+65,INR/quintal
2023-10-23,Wheat,Nashik,5.2200650237787365e+65,INR/quintal
2023-10-24,Wheat,Nashik,6.820779448663086e+65,INR/quintal
2023-10-25,Wheat,Nashik,8.919375544474483e+65,INR/quintal
2023-10-26,Wheat,Nashik,1.1667254420114489e+66,INR/quintal
2023-10-27,Wheat,Nashik,1.526216360773555e+66,INR/quintal
2023-10-28,Wheat,Nashik,1.9970069946554415e+66,INR/quintal
2023-10-29,Wheat,Nashik,2.6154102961708674e+66,INR/quintal
2023-10-30,Wheat,Nashik,3.423291579359138e+66,INR/quintal
2023-10-31,Wheat,Nashik,4.481172183995656e+66,INR/quintal
2023-11-01,Wheat,Nashik,5.8685688367401796e+66,INR/quintal
2023-11-02,Wheat,Nashik,7.68992956070381e+66,INR/quintal
2023-11-03,Wheat,Nashik,1.0082828087428266e+67,INR/quintal
2023-11-04,Wheat,Nashik,1.321062974743205e+67,INR/quintal
2023-11-05,Wheat,Nashik,1.7307557380822314e+67,INR/quintal
2023-11-06,Wheat,Nashik,2.2697943798452576e+67,INR/quintal
2023-11-07,Wheat,Nashik,2.9744980651894594e+67,INR/quintal
2023-11-08,Wheat,Nashik,3.90125348300926e+67,INR/quintal
2023-11-09,Wheat,Nashik,5.1179643331155364e+67,INR/quintal
2023-11-10,Wheat,Nashik,6.714552111274118e+67,INR/quintal
2023-11-11,Wheat,Nashik,8.81133102194435e+67,INR/quintal
2023-11-12,Wheat,Nashik,1.1558341869488412e+68,INR/quintal
2023-11-13,Wheat,Nashik,1.5169609912799475e+68,INR/quintal
2023-11-14,Wheat,Nashik,1.9927229974017373e+68,INR/quintal
2023-11-15,Wheat,Nashik,2.615303142746636e+68,INR/quintal
2023-11-16,Wheat,Nashik,3.4357036779637816e+68,INR/quintal
2023-11-17,Wheat,Nashik,4.514058060578865e+68,INR/quintal
2023-11-18,Wheat,Nashik,5.928382212650125e+68,INR/quintal
2023-11-19,Wheat,Nashik,7.798468813128358e+68,INR/quintal
2023-11-20,Wheat,Nashik,1.0250102789374527e+69,INR/quintal
2023-11-21,Wheat,Nashik,1.348352135893414e+69,INR/quintal
2023-11-22,Wheat,Nashik,1.7733966464287627e+69,INR/quintal
2023-11-23,Wheat,Nashik,2.3326089018764115e+69,INR/quintal
2023-11-24,Wheat,Nashik,3.069545557731931e+69,INR/quintal
2023-11-25,Wheat,Nashik,4.0400062572560784e+69,INR/quintal
2023-11-26,Wheat,Nashik,5.3188003872434896e+69,INR/quintal
2023-11-27,Wheat,Nashik,7.002322873800819e+69,INR/quintal
2023-11-28,Wheat,Nashik,9.219958991307459e+69,INR/quintal
2023-11-29,Wheat,Nashik,1.2151907339907043e+70,INR/quintal
2023-11-30,Wheat,Nashik,1.6013692435799182e+70,INR/quintal
2023-12-01,Wheat,Nashik,2.1110854803625152e+70,INR/quintal
2023-12-02,Wheat,Nashik,2.7827828493562747e+70,INR/quintal
2023-12-03,Wheat,Nashik,3.672441667520319e+70,INR/quintal
2023-12-04,Wheat,Nashik,4.844546843219508e+70,INR/quintal
2023-12-05,Wheat,Nashik,6.387780358661663e+70,INR/quintal
2023-12-06,Wheat,Nashik,8.431417142669842e+70,INR/quintal
2023-12-07,Wheat,Nashik,1.112695839310308e+71,INR/quintal
2023-12-08,Wheat,Nashik,1.4696851358738065e+71,INR/quintal
2023-12-09,Wheat,Nashik,1.941733414010879e+71,INR/quintal
2023-12-10,Wheat,Nashik,2.5658572104515694e+71,INR/quintal
2023-12-11,Wheat,Nashik,3.389569165714856e+71,INR/quintal
2023-12-12,Wheat,Nashik,4.479304002786278e+71,INR/quintal
2023-12-13,Wheat,Nashik,5.921514136277531e+71,INR/quintal
2023-12-14,Wheat,Nashik,7.83172854493544e+71,INR/quintal
2023-12-15,Wheat,Nashik,1.0352909312263955e+72,INR/quintal
2023-12-16,Wheat,Nashik,1.3694619984151975e+72,INR/quintal
2023-12-17,Wheat,Nashik,1.8131168260244742e+72,INR/quintal
2023-12-18,Wheat,Nashik,2.3988573412191107e+72,INR/quintal
2023-12-19,Wheat,Nashik,3.1751473063243635e+72,INR/quintal
2023-12-20,Wheat,Nashik,4.207783376662287e+72,INR/quintal
2023-12-21,Wheat,Nashik,5.57150140226035e+72,INR/quintal
2023-12-22,Wheat,Nashik,7.375233642407049e+72,INR/quintal
2023-12-23,Wheat,Nashik,9.770567757067192e+72,INR/quintal
2023-12-24,Wheat,Nashik,1.2955222919775488e+73,INR/quintal
2023-12-25,Wheat,Nashik,1.7177766485186278e+73,INR/quintal
2023-12-26,Wheat,Nashik,2.2764214166720258e+73,INR/quintal
2023-12-27,Wheat,Nashik,3.019012999642192e+73,INR/quintal
2023-12-28,Wheat,Nashik,4.003855527379131e+73,INR/quintal
2023-12-29,Wheat,Nashik,5.313142748168464e+73,INR/quintal
2023-12-30,Wheat,Nashik,7.048375052538061e+73,INR/quintal
2023-12-31,Wheat,Nashik,9.356346142849416e+73,INR/quintal
2024-01-01,Wheat,Nashik,1.243182647072998e+74,INR/quintal
2024-01-02,Wheat,Nashik,1.649385626880872e+74,INR/quintal
2024-01-03,Wheat,Nashik,2.1914525506628688e+74,INR/quintal
2024-01-04,Wheat,Nashik,2.913123960963695e+74,INR/quintal
2024-01-05,Wheat,Nashik,3.8691399705206475e+74,INR/quintal
2024-01-06,Wheat,Nashik,5.141680880107675e+74,INR/quintal
2024-01-07,Wheat,Nashik,6.835146948665251e+74,INR/quintal
2024-01-08,Wheat,Nashik,9.087286942632659e+74,INR/quintal
2024-01-09,Wheat,Nashik,1.2083902238225844e+75,INR/quintal
2024-01-10,Wheat,Nashik,1.6074942153234382e+75,INR/quintal
2024-01-11,Wheat,Nashik,2.139886207293503e+75,INR/quintal
2024-01-12,Wheat,Nashik,2.849932733371839e+75,INR/quintal
2024-01-13,Wheat,Nashik,3.796185247241913e+75,INR/quintal
2024-01-14,Wheat,Nashik,5.0571861200903615e+75,INR/quintal
2024-01-15,Wheat,Nashik,6.740719382940912e+75,INR/quintal
2024-01-16,Wheat,Nashik,8.987423766668988e+75,INR/quintal
2024-01-17,Wheat,Nashik,1.1977319860730924e+76,INR/quintal
2024-01-18,Wheat,Nashik,1.5973110729671646e+76,INR/quintal
2024-01-19,Wheat,Nashik,2.1298784993901105e+76,INR/quintal
2024-01-20,Wheat,Nashik,2.8399811905508272e+76,INR/quintal
2024-01-21,Wheat,Nashik,3.787937795601918e+76,INR/quintal
2024-01-22,Wheat,Nashik,5.055484500737395e+76,INR/quintal
2024-01-23,Wheat,Nashik,6.749881474830541e+76,INR/quintal
2024-01-24,Wheat,Nashik,9.01125621554774e+76,INR/quintal
2024-01-25,Wheat,Nashik,1.2028613753151582e+77,INR/quintal
2024-01-26,Wheat,Nashik,1.605944743561755e+77,INR/quintal
2024-01-27,Wheat,Nashik,2.1435017269002874e+77,INR/quintal
2024-01-28,Wheat,Nashik,2.864027821059619e+77,INR/quintal
2024-01-29,Wheat,Nashik,3.8275397250901064e+77,INR/quintal
2024-01-30,Wheat,Nashik,5.11381542191083e+77,INR/quintal
2024-01-31,Wheat,Nashik,6.83781347055994e+77,INR/quintal
2024-02-01,Wheat,Nashik,9.146321535055733e+77,INR/quintal
2024-02-02,Wheat,Nashik,1.222815824969696e+78,INR/quintal
2024-02-03,Wheat,Nashik,1.6359301929211386e+78,INR/quintal
2024-02-04,Wheat,Nashik,2.190532797511879e+78,INR/quintal
2024-02-05,Wheat,Nashik,2.9315952483747828e+78,INR/quintal
2024-02-06,Wheat,Nashik,3.92522400187107e+78,INR/quintal
2024-02-07,Wheat,Nashik,5.257129712880281e+78,INR/quintal
2024-02-08,Wheat,Nashik,7.042119051864272e+78,INR/quintal
2024-02-09,Wheat,Nashik,9.43788462966491e+78,INR/quintal
2024-02-10,Wheat,Nashik,1.2652801113075573e+79,INR/quintal
2024-02-11,Wheat,Nashik,1.6968867408322584e+79,INR/quintal
2024-02-12,Wheat,Nashik,2.2749107402032554e+79,INR/quintal
2024-02-13,Wheat,Nashik,3.051493239776568e+79,INR/quintal
2024-02-14,Wheat,Nashik,4.0946103608309746e+79,INR/quintal
2024-02-15,Wheat,Nashik,5.493621281608224e+79,INR/quintal
2024-02-16,Wheat,Nashik,7.370699701886784e+79,INR/quintal
2024-02-17,Wheat,Nashik,9.894627667072588e+79,INR/quintal
2024-02-18,Wheat,Nashik,1.328220475297145e+80,INR/quintal
2024-02-19,Wheat,Nashik,1.783307328074925e+80,INR/quintal
2024-02-20,Wheat,Nashik,2.3957027866737307e+80,INR/quintal
2024-02-21,Wheat,Nashik,3.2186589016520604e+80,INR/quintal
2024-02-22,Wheat,Nashik,4.3259061688402184e+80,INR/quintal
2024-02-23,Wheat,Nashik,5.81167852090869e+80,INR/quintal
2024-02-24,Wheat,Nashik,7.813574772799106e+80,INR/quintal
2024-02-25,Wheat,Nashik,1.0499355441337746e+81,INR/quintal
2024-02-26,Wheat,Nashik,1.4118003023316995e+81,INR/quintal
2024-02-27,Wheat,Nashik,1.8995023657526037e+81,INR/quintal
2024-02-28,Wheat,Nashik,2.557513721954424e+81,INR/quintal
2024-02-29,Wheat,Nashik,3.4434085132266988e+81,INR/quintal
2024-03-01,Wheat,Nashik,4.6367135558901816e+81,INR/quintal
2024-03-02,Wheat,Nashik,6.24393349440473e+81,INR/quintal
2024-03-03,Wheat,Nashik,8.41062427585875e+81,INR/quintal
2024-03-04,Wheat,Nashik,1.1338369461087472e+82,INR/quintal
2024-03-05,Wheat,Nashik,1.5275166699876505e+82,INR/quintal
2024-03-06,Wheat,Nashik,2.058658854984599e+82,INR/quintal
2024-03-07,Wheat,Nashik,2.7769824730728135e+82,INR/quintal
2024-03-08,Wheat,Nashik,3.7448675176640076e+82,INR/quintal
2024-03-09,Wheat,Nashik,5.055555507576847e+82,INR/quintal
2024-03-10,Wheat,Nashik,6.823420841076336e+82,INR/quintal
2024-03-11,Wheat,Nashik,9.213227833396286e+82,INR/quintal
2024-03-12,Wheat,Nashik,1.243013545432406e+83,INR/quintal
2024-03-13,Wheat,Nashik,1.679088422972486e+83,INR/quintal
2024-03-14,Wheat,Nashik,2.2670761485655442e+83,INR/quintal
2024-03-15,Wheat,Nashik,3.063458705471954e+83,INR/quintal
2024-03-16,Wheat,Nashik,4.138912344813586e+83,INR/quintal
2024-03-17,Wheat,Nashik,5.594437655916061e+83,INR/quintal
2024-03-18,Wheat,Nashik,7.559879796286606e+83,INR/quintal
2024-03-19,Wheat,Nashik,1.0215895352435897e+84,INR/quintal
2024-03-20,Wheat,Nashik,1.3817844612387316e+84,INR/quintal
2024-03-21,Wheat,Nashik,1.8691088453070432e+84,INR/quintal
2024-03-22,Wheat,Nashik,2.5283333349520698e+84,INR/quintal
2024-03-23,Wheat,Nashik,3.4198677496166177e+84,INR/quintal
2024-03-24,Wheat,Nashik,4.625159078086054e+84,INR/quintal
2024-03-25,Wheat,Nashik,6.264104540098383e+84,INR/quintal
2024-03-26,Wheat,Nashik,8.483365377693767e+84,INR/quintal
2024-03-27,Wheat,Nashik,1.1490081917408638e+85,INR/quintal
2024-03-28,Wheat,Nashik,1.557079012629544e+85,INR/quintal
2024-03-29,Wheat,Nashik,2.1111943538592e+85,INR/quintal
2024-03-30,Wheat,Nashik,2.862385314528305e+85,INR/quintal
2024-03-31,Wheat,Nashik,3.880747965111305e+85,INR/quintal
2024-04-01,Wheat,Nashik,5.267386431058889e+85,INR/quintal
2024-04-02,Wheat,Nashik,7.143867862147803e+85,INR/quintal
2024-04-03,Wheat,Nashik,9.688338703019532e+85,INR/quintal
2024-04-04,Wheat,Nashik,1.3149472795665755e+86,INR/quintal
2024-04-05,Wheat,Nashik,1.7848922229200915e+86,INR/quintal
2024-04-06,Wheat,Nashik,2.4244287090451628e+86,INR/quintal
2024-04-07,Wheat,Nashik,3.292097324291249e+86,INR/quintal
2024-04-08,Wheat,Nashik,4.4719305226049205e+86,INR/quintal
2024-04-09,Wheat,Nashik,6.074447649220078e+86,INR/quintal
2024-04-10,Wheat,Nashik,8.258235230513344e+86,INR/quintal
2024-04-11,Wheat,Nashik,1.1226978271050095e+87,INR/quintal
2024-04-12,Wheat,Nashik,1.526415823960081e+87,INR/quintal
2024-04-13,Wheat,Nashik,2.0758884908814713e+87,INR/quintal
2024-04-14,Wheat,Nashik,2.8239491260026525e+87,INR/quintal
2024-04-15,Wheat,Nashik,3.8404734480560687e+87,INR/quintal
2024-04-16,Wheat,Nashik,5.2291202142365785e+87,INR/quintal
2024-04-17,Wheat,Nashik,7.121378735718094e+87,INR/quintal
2024-04-18,Wheat,Nashik,9.696855070897711e+87,INR/quintal
2024-04-19,Wheat,Nashik,1.320631282228884e+88,INR/quintal
2024-04-20,Wheat,Nashik,1.7983936213005373e+88,INR/quintal
2024-04-21,Wheat,Nashik,2.4520131786103934e+88,INR/quintal
2024-04-22,Wheat,Nashik,3.343666836968896e+88,INR/quintal
2024-04-23,Wheat,Nashik,4.558795152780946e+88,INR/quintal
2024-04-24,Wheat,Nashik,6.217925702777131e+88,INR/quintal
2024-04-25,Wheat,Nashik,8.48412042899021e+88,INR/quintal
2024-04-26,Wheat,Nashik,1.1578072473446325e+89,INR/quintal
2024-04-27,Wheat,Nashik,1.5793061576272136e+89,INR/quintal
2024-04-28,Wheat,Nashik,2.1551799047694023e+89,INR/quintal
2024-04-29,Wheat,Nashik,2.942557759785768e+89,INR/quintal
2024-04-30,Wheat,Nashik,4.0181353134472986e+89,INR/quintal
2024-05-01,Wheat,Nashik,5.488497558086297e+89,INR/quintal
2024-05-02,Wheat,Nashik,7.498339296228172e+89,INR/quintal
2024-05-03,Wheat,Nashik,1.024503990405447e+90,INR/quintal
2024-05-04,Wheat,Nashik,1.398649748172313e+90,INR/quintal
2024-05-05,Wheat,Nashik,1.9125130626417524e+90,INR/quintal
2024-05-06,Wheat,Nashik,2.615451136989518e+90,INR/quintal
2024-05-07,Wheat,Nashik,3.579181766235428e+90,INR/quintal
2024-05-08,Wheat,Nashik,4.894589432034954e+90,INR/quintal
2024-05-09,Wheat,Nashik,6.691624326914664e+90,INR/quintal
2024-05-10,Wheat,Nashik,9.156095225448907e+90,INR/quintal
2024-05-11,Wheat,Nashik,1.2533995646288848e+91,INR/quintal
2024-05-12,Wheat,Nashik,1.7156375088610445e+91,INR/quintal
2024-05-13,Wheat,Nashik,2.3504356655997665e+91,INR/quintal
2024-05-14,Wheat,Nashik,3.2184606053287806e+91,INR/quintal
2024-05-15,Wheat,Nashik,4.4089560955753925e+91,INR/quintal
2024-05-16,Wheat,Nashik,6.0408678452135e+91,INR/quintal
2024-05-17,Wheat,Nashik,8.28781589722004e+91,INR/quintal
2024-05-18,Wheat,Nashik,1.1357867025169557e+92,INR/quintal
2024-05-19,Wheat,Nashik,1.557715527045966e+92,INR/quintal
2024-05-20,Wheat,Nashik,2.135479832573173e+92,INR/quintal
2024-05-21,Wheat,Nashik,2.929853006048326e+92,INR/quintal
2024-05-22,Wheat,Nashik,4.018733940914594e+92,INR/quintal
2024-05-23,Wheat,Nashik,5.517674590617893e+92,INR/quintal
2024-05-24,Wheat,Nashik,7.576886438341758e+92,INR/quintal
2024-05-25,Wheat,Nashik,1.0404540883981885e+93,INR/quintal
2024-05-26,Wheat,Nashik,1.4282035471768357e+93,INR/quintal
2024-05-27,Wheat,Nashik,1.9618548988334035e+93,INR/quintal
2024-05-28,Wheat,Nashik,2.695267300457617e+93,INR/quintal
2024-05-29,Wheat,Nashik,3.705218288515557e+93,INR/quintal
2024-05-30,Wheat,Nashik,5.091545373977092e+93,INR/quintal
2024-05-31,Wheat,Nashik,7.003384196231755e+93,INR/quintal
2024-06-01,Wheat,Nashik,9.63285732255441e+93,INR/quintal
2024-06-02,Wheat,Nashik,1.3241276042875506e+94,INR/quintal
2024-06-03,Wheat,Nashik,1.8213113364462235e+94,INR/quintal
2024-06-04,Wheat,Nashik,2.5058914088967948e+94,INR/quintal
2024-06-05,Wheat,Nashik,3.449881168542986e+94,INR/quintal
2024-06-06,Wheat,Nashik,4.747619395090709e+94,INR/quintal
2024-06-07,Wheat,Nashik,6.537106758395035e+94,INR/quintal
2024-06-08,Wheat,Nashik,9.006011521457188e+94,INR/quintal
2024-06-09,Wheat,Nashik,1.2406302533844612e+95,INR/quintal
2024-06-10,Wheat,Nashik,1.7081117879636343e+95,INR/quintal
2024-06-11,Wheat,Nashik,2.3534311726815156e+95,INR/quintal
2024-06-12,Wheat,Nashik,3.2449152171913487e+95,INR/quintal
2024-06-13,Wheat,Nashik,4.4748829845383516e+95,INR/quintal
2024-06-14,Wheat,Nashik,6.165651459136075e+95,INR/quintal
2024-06-15,Wheat,Nashik,8.504683720552896e+95,INR/quintal
2024-06-16,Wheat,Nashik,1.1736820834037518e+96,INR/quintal
2024-06-17,Wheat,Nashik,1.6198486193709057e+96,INR/quintal
2024-06-18,Wheat,Nashik,2.236207054583155e+96,INR/quintal
2024-06-19,Wheat,Nashik,3.0893460471148108e+96,INR/quintal
2024-06-20,Wheat,Nashik,4.265651573334744e+96,INR/quintal
2024-06-21,Wheat,Nashik,5.891884510597638e+96,INR/quintal
2024-06-22,Wheat,Nashik,8.136218603937313e+96,INR/quintal
2024-06-23,Wheat,Nashik,1.123916361841651e+97,INR/quintal
2024-06-24,Wheat,Nashik,1.5530588281057765e+97,INR/quintal
2024-06-25,Wheat,Nashik,2.1474460994849206e+97,INR/quintal
2024-06-26,Wheat,Nashik,2.9682498125431077e+97,INR/quintal
2024-06-27,Wheat,Nashik,4.106619614856036e+97,INR/quintal
2024-06-28,Wheat,Nashik,5.678027840066994e+97,INR/quintal
2024-06-29,Wheat,Nashik,7.857365471176364e+97,INR/quintal
2024-06-30,Wheat,Nashik,1.0875190942328974e+98,INR/quintal
2024-07-01,Wheat,Nashik,1.5051032644396814e+98,INR/quintal
2024-07-02,Wheat,Nashik,2.0840291731757824e+98,INR/quintal
2024-07-03,Wheat,Nashik,2.8844585202949476e+98,INR/quintal
2024-07-04,Wheat,Nashik,3.993576440658074e+98,INR/quintal
2024-07-05,Wheat,Nashik,5.529367460738231e+98,INR/quintal
2024-07-06,Wheat,Nashik,7.660109363097732e+98,INR/quintal
2024-07-07,Wheat,Nashik,1.0613723252347187e+99,INR/quintal
2024-07-08,Wheat,Nashik,1.4714546495451783e+99,INR/quintal
2024-07-09,Wheat,Nashik,2.0400728721980522e+99,INR/quintal
2024-07-10,Wheat,Nashik,2.8293390529475935e+99,INR/quintal
2024-07-11,Wheat,Nashik,3.923543901121058e+99,INR/quintal
2024-07-12,Wheat,Nashik,5.443263133139268e+99,INR/quintal
2024-07-13,Wheat,Nashik,7.55706350215609e+99,INR/quintal
2024-07-14,Wheat,Nashik,1.0482027555198227e+100,INR/quintal
2024-07-15,Wheat,Nashik,1.4539614789711152e+100,INR/quintal
2024-07-16,Wheat,Nashik,2.019018993204137e+100,INR/quintal
2024-07-17,Wheat,Nashik,2.8027732163045345e+100,INR/quintal
2024-07-18,Wheat,Nashik,3.890849301099057e+100,INR/quintal
2024-07-19,Wheat,Nashik,5.406205428631119e+100,INR/quintal
2024-07-20,Wheat,Nashik,7.509176087663994e+100,INR/quintal
2024-07-21,Wheat,Nashik,1.0441944171999306e+101,INR/quintal
2024-07-22,Wheat,Nashik,1.4515978581935836e+101,INR/quintal
2024-07-23,Wheat,Nashik,2.0181196633940987e+101,INR/quintal
2024-07-24,Wheat,Nashik,2.8057080074959636e+101,INR/quintal
2024-07-25,Wheat,Nashik,3.902936150855828e+101,INR/quintal
2024-07-26,Wheat,Nashik,5.426875556363803e+101,INR/quintal
2024-07-27,Wheat,Nashik,7.5450588827283e+101,INR/quintal
2024-07-28,Wheat,Nashik,1.049565187148525e+102,INR/quintal
2024-07-29,Wheat,Nashik,1.4617301111205025e+102,INR/quintal
2024-07-30,Wheat,Nashik,2.0346723852771491e+102,INR/quintal
2024-07-31,Wheat,Nashik,2.8322600051494686e+102,INR/quintal
2024-08-01,Wheat,Nashik,3.944712647410297e+102,INR/quintal
2024-08-02,Wheat,Nashik,5.499824375477717e+102,INR/quintal
2024-08-03,Wheat,Nashik,7.66648686667601e+102,INR/quintal
2024-08-04,Wheat,Nashik,1.0681681920566482e+103,INR/quintal
2024-08-05,Wheat,Nashik,1.4885743790442578e+103,INR/quintal
2024-08-06,Wheat,Nashik,2.0748911181126102e+103,INR/quintal
2024-08-07,Wheat,Nashik,2.89262777289129e+103,INR/quintal
2024-08-08,Wheat,Nashik,4.035583653625808e+103,INR/quintal
2024-08-09,Wheat,Nashik,5.629544805323086e+103,INR/quintal
2024-08-10,Wheat,Nashik,7.852522998266249e+103,INR/quintal
2024-08-11,Wheat,Nashik,1.095469634404867e+104,INR/quintal
2024-08-12,Wheat,Nashik,1.5305481159669275e+104,INR/quintal
2024-08-13,Wheat,Nashik,2.137668883854678e+104,INR/quintal
2024-08-14,Wheat,Nashik,2.9845269538619595e+104,INR/quintal
2024-08-15,Wheat,Nashik,4.170822080859163e+104,INR/quintal
2024-08-16,Wheat,Nashik,5.824916602045515e+104,INR/quintal
2024-08-17,Wheat,Nashik,8.139635658500523e+104,INR/quintal
2024-08-18,Wheat,Nashik,1.1376076607285356e+105,INR/quintal
2024-08-19,Wheat,Nashik,1.5905081001081309e+105,INR/quintal
2024-08-20,Wheat,Nashik,2.2232778853583706e+105,INR/quintal
2024-08-21,Wheat,Nashik,3.109617264732283e+105,INR/quintal
2024-08-22,Wheat,Nashik,4.3472805999207023e+105,INR/quintal
2024-08-23,Wheat,Nashik,6.081774600413464e+105,INR/quintal
2024-08-24,Wheat,Nashik,8.515249917834385e+105,INR/quintal
2024-08-25,Wheat,Nashik,1.1923537922347393e+106,INR/quintal
2024-08-26,Wheat,Nashik,1.6689162967921224e+106,INR/quintal
2024-08-27,Wheat,Nashik,2.33573658013954e+106,INR/quintal
2024-08-28,Wheat,Nashik,3.2688862047194927e+106,INR/quintal
2024-08-29,Wheat,Nashik,4.5803485306827884e+106,INR/quintal
2024-08-30,Wheat,Nashik,6.418493435415309e+106,INR/quintal
2024-08-31,Wheat,Nashik,8.996480377397714e+106,INR/quintal
2024-09-01,Wheat,Nashik,1.2617745930283852e+107,INR/quintal
2024-09-02,Wheat,Nashik,1.7690536302562194e+107,INR/quintal
2024-09-03,Wheat,Nashik,2.4808472524789072e+107,INR/quintal
2024-09-04,Wheat,Nashik,3.47772660542607e+107,INR/quintal
2024-09-05,Wheat,Nashik,4.881424866034749e+107,INR/quintal
2024-09-06,Wheat,Nashik,6.84871506107915e+107,INR/quintal
2024-09-07,Wheat,Nashik,9.608564035623064e+107,INR/quintal
2024-09-08,Wheat,Nashik,1.348821058141015e+108,INR/quintal
2024-09-09,Wheat,Nashik,1.895025880270081e+108,INR/quintal
2024-09-10,Wheat,Nashik,2.6630818941395516e+108,INR/quintal
2024-09-11,Wheat,Nashik,3.7390521753584383e+108,INR/quintal
2024-09-12,Wheat,Nashik,5.254820949130971e+108,INR/quintal
2024-09-13,Wheat,Nashik,7.384348830294933e+108,INR/quintal
2024-09-14,Wheat,Nashik,1.0381372538293747e+109,INR/quintal
2024-09-15,Wheat,Nashik,1.4594025010494298e+109,INR/quintal
2024-09-16,Wheat,Nashik,2.0522729953173584e+109,INR/quintal
2024-09-17,Wheat,Nashik,2.8872984984625165e+109,INR/quintal
2024-09-18,Wheat,Nashik,4.05846272180275e+109,INR/quintal
2024-09-19,Wheat,Nashik,5.71011169711119e+109,INR/quintal
2024-09-20,Wheat,Nashik,8.031171007467729e+109,INR/quintal
2024-09-21,Wheat,Nashik,1.1300807339647224e+110,INR/quintal
2024-09-22,Wheat,Nashik,1.590739499227459e+110,INR/quintal
2024-09-23,Wheat,Nashik,2.2388258896321915e+110,INR/quintal
